Recipe Name,Ingredients' Name,Ingredient List,Product Contains,Product May Contain,Origin,Recipe Brand,Week Start Day
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Almonds Slivered Nuts,Almonds,Almond,"Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",100,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Dried Oregano,Oregano,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Garlic Cloves Skin On,Garlic,,,0,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Gnocchi Pasta,"Potato Mash (75%) {Water, Potato Flake (34%) [Potatoes (99%), Stabiliser (450), Preservative (222) (Sulphites)], Potato Starch (6%)}, Wheat Flour, Rice Flour, Salt, Pepper
Potato Puree (80%) (Water, Potato Flakes), Wheat Flour, Salt, Natural Flavourings, Rice Flour, Food Acid (270), Preservative (200)","Gluten, Sulphites, Wheat","Cashew, Peanut, Pine Nut",24,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Gnocchi Pertutti Pasta,"Potato Mash (75%) {Water, Potato Flakes (34%) [Potatoes (99%), Emulsifier (471), Stabiliser (450), Antioxidants (330, 304), Preservative (222) (Sulphite)], Potato Starch (6%), Wheat Flour, Salt, Pepper","Gluten, Sulphites, Wheat","Cashew, Peanut, Pine Nut",24,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Onion Brown,Onion,,,100,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Red Capsicum,Red Capsicum,,,100,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,29/06/2026
'Cheesy' Grilled Capsicum Gnocchi with Almonds and Vegan Cheddar,Vegan Cheddar-Style Shreds Cheese,"Water, Coconut Oil (21%) (Non-Hydrogenated), Starch, Modified Starch (E1404, E1450), Sea Salt, Vegan Cheddar Flavour, Olive Extract, Colour: Beta Carotene",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Avocado,Avocado,,,0,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Couscous,"Durum Wheat Semolina
","Gluten, Wheat","Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut",0,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Cucumber Lebanese,Lebanese Cucumber,,,100,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Falafel Green,"Chickpea (46%), Onion, Chickpea Flour (6%), Canola Oil, Garlic, Coriander, Corn Starch, Parsley, Mint, Salt, Baking Powder (Contains Emulsifiers (450, 500)), Spinach, Preservative (202), Black Pepper, Chilli Flakes, Coriander Ground, Cumin Ground",,"Gluten, Milk, Sesame, Soy",91,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Garlic Cloves Skin On,Garlic,,,0,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Mint,Mint,,,100,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Parsley Continental,Parsley,,,100,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Pistachios Nuts,Pistachios,Pistachio,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,06/07/2026
'Green Goddess' Falafel Bowls with Couscous Tabouleh and Pistachios,Tomatoes Salad,Tomato,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Cashew Unsalted Roasted Nuts,"Cashews, Vegetable Oil",Cashew,"Almond, Brazil Nut, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Cashew Unsalted Roasted Nuts,"Cashews, Vegetable Oil",Cashew,"Almond, Brazil Nut, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Cashew Unsalted Roasted Nuts,"Cashews, Vegetable Oil",Cashew,"Almond, Brazil Nut, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Cashew Unsalted Roasted Nuts,"Cashews, Vegetable Oil",Cashew,"Almond, Brazil Nut, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Chicken Tenderloins,Chicken,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Chicken Tenderloins,Chicken,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Chicken Tenderloins,Chicken,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Chicken Tenderloins,Chicken,,,100,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.9%) And Stabilizers (Xanthan Gum E415, Guar Gum E412, Carrageenan E407)",,,0,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.9%) And Stabilizers (Xanthan Gum E415, Guar Gum E412, Carrageenan E407)",,,0,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.9%) And Stabilizers (Xanthan Gum E415, Guar Gum E412, Carrageenan E407)",,,0,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.9%) And Stabilizers (Xanthan Gum E415, Guar Gum E412, Carrageenan E407)",,,0,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.96%), Xanthan Gum (415) And Guar Gum (E412)
Coconut Extract (85%), Water, Stabilisers (412, 466), Emulsifier (435)
Coconut Extract (53%), Water",,,0,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.96%), Xanthan Gum (415) And Guar Gum (E412)
Coconut Extract (85%), Water, Stabilisers (412, 466), Emulsifier (435)
Coconut Extract (53%), Water",,,0,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.96%), Xanthan Gum (415) And Guar Gum (E412)
Coconut Extract (85%), Water, Stabilisers (412, 466), Emulsifier (435)
Coconut Extract (53%), Water",,,0,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coconut Milk,"Fresh Coconut Milk (99.96%), Xanthan Gum (415) And Guar Gum (E412)
Coconut Extract (85%), Water, Stabilisers (412, 466), Emulsifier (435)
Coconut Extract (53%), Water",,,0,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coriander,Coriander,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coriander,Coriander,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coriander,Coriander,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Coriander,Coriander,,,100,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Frozen Green Peas,Peas,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Frozen Green Peas,Peas,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Frozen Green Peas,Peas,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Frozen Green Peas,Peas,,,100,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Limes,Lime,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Limes,Lime,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Limes,Lime,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Limes,Lime,,,100,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Malaysian Curry Mild Seasoning,"Spices, Rice Flour, Salt",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Malaysian Curry Mild Seasoning,"Spices, Rice Flour, Salt",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Malaysian Curry Mild Seasoning,"Spices, Rice Flour, Salt",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Malaysian Curry Mild Seasoning,"Spices, Rice Flour, Salt",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Microwave Jasmine Rice,"Cooked White Jasmine Rice (White Jasmine Rice, Water), Vegetable Oil, Stabiliser (471)",,,95,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Microwave Jasmine Rice,"Cooked White Jasmine Rice (White Jasmine Rice, Water), Vegetable Oil, Stabiliser (471)",,,95,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Microwave Jasmine Rice,"Cooked White Jasmine Rice (White Jasmine Rice, Water), Vegetable Oil, Stabiliser (471)",,,95,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Microwave Jasmine Rice,"Cooked White Jasmine Rice (White Jasmine Rice, Water), Vegetable Oil, Stabiliser (471)",,,95,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Mild Chilli Flakes,Chilli Crushed Medium Heat,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Mild Chilli Flakes,Chilli Crushed Medium Heat,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Mild Chilli Flakes,Chilli Crushed Medium Heat,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Mild Chilli Flakes,Chilli Crushed Medium Heat,,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Satay Sauce,"Water, Peanut (25%), Vegetables, Sugar, Soy Sauce Powder, Salt, Spices, Starch, Food Acid (270), Lemon Juice Concentrate, Vegetable Gum (415), Preservatives (202, 211), Natural Colour (160c)","Peanut, Soy",Sesame,47,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Satay Sauce,"Water, Peanut (25%), Vegetables, Sugar, Soy Sauce Powder, Salt, Spices, Starch, Food Acid (270), Lemon Juice Concentrate, Vegetable Gum (415), Preservatives (202, 211), Natural Colour (160c)","Peanut, Soy",Sesame,47,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Satay Sauce,"Water, Peanut (25%), Vegetables, Sugar, Soy Sauce Powder, Salt, Spices, Starch, Food Acid (270), Lemon Juice Concentrate, Vegetable Gum (415), Preservatives (202, 211), Natural Colour (160c)","Peanut, Soy",Sesame,47,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Satay Sauce,"Water, Peanut (25%), Vegetables, Sugar, Soy Sauce Powder, Salt, Spices, Starch, Food Acid (270), Lemon Juice Concentrate, Vegetable Gum (415), Preservatives (202, 211), Natural Colour (160c)","Peanut, Soy",Sesame,47,ms,13/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Tomatoes Roma,Tomato,,,100,ms,08/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Tomatoes Roma,Tomato,,,100,ms,29/06/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Tomatoes Roma,Tomato,,,100,ms,06/07/2026
10-Min Malaysian Chicken and Cashew Curry with Jasmine Rice and Coriander,Tomatoes Roma,Tomato,,,100,ms,13/07/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Frozen Beef Bolognese Sauce,"Beef Mince (14%), Crushed Tomatoes [Diced Tomato, Tomato Purée (Tomato Concentrate, Water) (99.8 %), Citric Acid], Milk, Water, Onion, Carrot, Red Wine (Alcohol), Tomato Paste, Dried Herb Mix, Sugar, Vegetable Oil, Garlic, Salt, Pepper",Milk,"Almond, Brazil Nut, Cashew, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",72,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Gnocchi Pasta,"Potato Mash (75%) {Water, Potato Flake (34%) [Potatoes (99%), Stabiliser (450), Preservative (222) (Sulphites)], Potato Starch (6%)}, Wheat Flour, Rice Flour, Salt, Pepper
Potato Puree (80%) (Water, Potato Flakes), Wheat Flour, Salt, Natural Flavourings, Rice Flour, Food Acid (270), Preservative (200)","Gluten, Sulphites, Wheat","Cashew, Peanut, Pine Nut",24,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Gnocchi Pertutti Pasta,"Potato Mash (75%) {Water, Potato Flakes (34%) [Potatoes (99%), Emulsifier (471), Stabiliser (450), Antioxidants (330, 304), Preservative (222) (Sulphite)], Potato Starch (6%), Wheat Flour, Salt, Pepper","Gluten, Sulphites, Wheat","Cashew, Peanut, Pine Nut",24,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Italian Seasoning,"Salt, Herbs And Spices, Sugar, Dehydrated Vegetables, Yeast Extract, Food Acid (330)",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Mozarella And Cheddar Mix Cheese,"Cheddar Cheese (Pasteurised Cow's Milk, Salt, Starter Culture, Non-Animal Rennet), Mozzarella Cheese (Pasteurised Cow's Milk, Salt, Starter Culture, Anticaking Agent (Tapioca), Preservative (202))",Milk,,100,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Parsley Continental,Parsley,,,100,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Red Pesto,"Canola Oil (Non-Gm), Fire Roasted Capsicum (31%) (Red Capsicum (60%), Water, Vinegar, Sugar), Sundried Tomatoes (10%), Basil, Almond, Parmesan Cheese (Milk), Salt, Vinegar, Acidity Regulators (Citric, Ascorbic), Garlic","Almond, Milk","Cashew, Egg, Macadamia, Sesame, Walnut",55,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Rocket Leaves,Roquette Leaves,,,100,ms,01/06/2026
10-Min Ready-Made Bolognese and Gnocchi with Red Pesto and Cheese,Tomatoes Roma,Tomato,,,100,ms,01/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Beef Mince Premium,Beef,,,100,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Beef Mince Premium,Beef,,,100,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Cheddar Cheese,"Pasteurised Cows Milk,​ Salt, Non Animal Rennet, Culture",Milk,,99,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Cheddar Cheese,"Pasteurised Cows Milk,​ Salt, Non Animal Rennet, Culture",Milk,,99,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Fettuccine Pasta,"Durum Wheat Semolina (36%), Wheat Flour, Pasteurised Free-Range Eggs (19%) (Water, Dehydrated Egg Powder), Water, Salt, Vegetable Oil","Egg, Gluten, Wheat","Cashew, Peanut, Pine Nut",95,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Fettuccine Pasta,"Durum Wheat Semolina (36%), Wheat Flour, Pasteurised Free-Range Eggs (19%) (Water, Dehydrated Egg Powder), Water, Salt, Vegetable Oil","Egg, Gluten, Wheat","Cashew, Peanut, Pine Nut",95,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Italian Seasoning,"Salt, Herbs And Spices, Sugar, Dehydrated Vegetables, Yeast Extract, Food Acid (330)",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Italian Seasoning,"Salt, Herbs And Spices, Sugar, Dehydrated Vegetables, Yeast Extract, Food Acid (330)",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Massel Beef Style Stock Cube,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Yeast Extract, Natural Vegetable Flavours, Caramelized Sugar Syrup, Sunflower Oil, Extra Virgin Olive Oil, Dehydrated Celery",,Soy,78,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Massel Beef Style Stock Cube,"Southern Ocean Sea Salt, Maize Maltodextrin, Cane Sugar, Yeast Extract, Natural Vegetable Flavours, Caramelized Sugar Syrup, Sunflower Oil, Extra Virgin Olive Oil, Dehydrated Celery",,Soy,78,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Tomato Paste Sachets,"Tomato Paste (98%), Salt, Food Acid (Citric)",,,0,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Tomatoes Diced,"Diced Tomatoes (61%), Tomato Juice",,,0,ms,13/07/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Umami Seasoning,"Porcini Mushroom Powder, Dehydrated Onion And Garlic, Sugar, Salt, Tomato Powder, Paprika, Balsamic Vinegar Powder (Balsamic Vinegar, Tapioca Maltodextrin), Natural Flavour, Pepper, Citric Acid (330), Canola Oil",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,15/06/2026
15-Min Beef Ragu and Fresh Fettuccine with Baby Spinach and Cheddar,Umami Seasoning,"Porcini Mushroom Powder, Dehydrated Onion And Garlic, Sugar, Salt, Tomato Powder, Paprika, Balsamic Vinegar Powder (Balsamic Vinegar, Tapioca Maltodextrin), Natural Flavour, Pepper, Citric Acid (330), Canola Oil",Sulphites,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Walnut, Wheat",0,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Avocado,Avocado,,,0,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Black Beans Tetra,"Rehydrated Dried Black Beans (60%), Water, Sea Salt, Antioxidant (Ascorbic Acid)",,,0,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Coriander,Coriander,,,100,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Corn Kernels,"Sweet Corn (58%), Water, Salt",,,100,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Cumin And Coriander,"Cumin, Coriander",,"Almond, Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",0,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Fire-Roasted Tomato & Jalapeno Salsa,"Tomatoes [Tomato, Fire-Roasted Tomato (20%), Food Acid (330)], Water, Capsicum, Fruit Puree, Tomato Paste, Thickener (1442), Sugar, Fruit Juice Concentrate, Salt, Herbs And Spices [Includes Jalapeno (0.2%)], Chilli Puree, Preservatives (202, 211), Natural Flavour, Smoke Flavour",,,83,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Green Peeled Prawn,"Vannamei Prawns (Crustacean), Mineral Salt (451,452), Salt",Crustacean,,0,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Limes,Lime,,,100,ms,13/07/2026
15-Min Calorie-Conscious Mexican Prawns with Salsa and Black Bean-Corn Salad,Spring Onion,Spring Onion,,,100,ms,13/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Almonds Slivered Nuts,Almonds,Almond,"Brazil Nut, Cashew, Crustacean, Egg, Fish, Gluten, Hazelnut, Lupin, Macadamia, Milk, Mollusc, Peanut, Pecan, Pine Nut, Pistachio, Sesame, Soy, Sulphites, Walnut, Wheat",100,ms,06/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Baby Spinach Leaves,Baby Spinach Leaves,,,100,ms,06/07/2026
15-Min Carb-Conscious Moroccan Beef Steaks with Roasted Cauliflower 'Rice' Salad,Cauliflower Rice,Cauliflower,,,100,ms,06/07/2026
